Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H3,2007,2007,2007,6,1,0,M,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,136519,-1,N/A,,113358,,97810,97810,,6
H3,2013,2013,2013,6,1,0,RX,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,88270,-1,N/A,,233039,,1116966,,,6
H3,2013,2013,2013,6,1,0,RX,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,88270,-1,N/A,,233039,,1116966,,,6
H3,2013,2013,2013,6,1,0,X,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,176290,-1,N/A,,465417,,2230763,,2230763,6
H3,2013,2013,2013,6,1,0,X,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,176290,-1,N/A,,465417,,2230763,,2230763,6
H3,2014,2014,2014,6,1,0,M,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,355980,-1,N/A,,1138421,,5391556,5391556,,6
H3,2014,2014,2014,6,1,0,M,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,353168,-1,N/A,,1129429,,5348967,5348967,,6
H3,2014,2014,2014,6,1,0,M,275,State of Palestine,PSE,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,2812,-1,N/A,,8993,,42589,42589,,6
H3,2014,2014,2014,6,1,0,RX,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,17999,-1,N/A,,47257,,215303,,,6
H3,2014,2014,2014,6,1,0,RX,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,17999,-1,N/A,,47257,,215303,,,6
H3,2014,2014,2014,6,1,0,X,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,69136,-1,N/A,,181513,,826977,,826977,6
H3,2014,2014,2014,6,1,0,X,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,69136,-1,N/A,,181513,,826977,,826977,6
H4,2015,2015,2015,6,1,0,M,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,488622,-1,N/A,,1255409,,6629556,6629556,,6
H4,2015,2015,2015,6,1,0,M,275,State of Palestine,PSE,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,1534,-1,N/A,,3940,,20808,20808,,6
H4,2015,2015,2015,6,1,0,M,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,487088,-1,N/A,,1251468,,6608748,6608748,,6
H4,2015,2015,2015,6,1,0,X,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,131262,-1,N/A,,356716,,1841896,,1841896,6
H4,2015,2015,2015,6,1,0,X,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,131262,-1,N/A,,356716,,1841896,,1841896,6
H4,2016,2016,2016,6,1,0,M,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,356583,-1,N/A,,1140556,,4976397,4976397,,6
H4,2016,2016,2016,6,1,0,M,275,State of Palestine,PSE,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,101,-1,N/A,,323,,1407,1407,,6
H4,2016,2016,2016,6,1,0,M,275,State of Palestine,PSE,100,Bulgaria,BGR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,40,-1,N/A,,129,,562,562,,6
H4,2016,2016,2016,6,1,0,M,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,354987,-1,N/A,,1135451,,4954125,4954125,,6
H4,2016,2016,2016,6,1,0,M,275,State of Palestine,PSE,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,1455,-1,N/A,,4653,,20302,20302,,6
H4,2016,2016,2016,6,1,0,X,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,211780,-1,N/A,,513819,,2026311,,2026311,6
H4,2016,2016,2016,6,1,0,X,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,211780,-1,N/A,,513819,,2026311,,2026311,6
H4,2017,2017,2017,6,1,0,M,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,691614,-1,N/A,0,1039463,,5019557,5019557.42,,0
H4,2017,2017,2017,6,1,0,M,275,State of Palestine,PSE,100,Bulgaria,BGR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,2092,-1,N/A,0,3144,,15186,15186.951,,0
H4,2017,2017,2017,6,1,0,M,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,683189,-1,N/A,0,1026801,,4958414,4958414.021,,0
H4,2017,2017,2017,6,1,0,M,275,State of Palestine,PSE,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,6332,-1,N/A,0,9516,,45956,45956.448,,0
H4,2017,2017,2017,6,1,0,X,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,227673,-1,N/A,0,365026,,1735742,,1735742.005,0
H4,2017,2017,2017,6,1,0,X,275,State of Palestine,PSE,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,1416,-1,N/A,0,2271,,10800,,10800,0
H4,2017,2017,2017,6,1,0,X,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,225075,-1,N/A,0,360862,,1715942,,1715942.005,0
H4,2017,2017,2017,6,1,0,X,275,State of Palestine,PSE,400,Jordan,JOR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,1180,-1,N/A,0,1892,,9000,,9000,0
H4,2018,2018,2018,6,1,0,M,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,770742,-1,N/A,0,1104703,,5872090,5872090.63,,0
H4,2018,2018,2018,6,1,0,M,275,State of Palestine,PSE,100,Bulgaria,BGR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,503,-1,N/A,0,721,,3836,3836.895,,0
H4,2018,2018,2018,6,1,0,M,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,756760,-1,N/A,0,1084662,,5765563,5765563.843,,0
H4,2018,2018,2018,6,1,0,M,275,State of Palestine,PSE,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,6476,-1,N/A,0,9282,,49343,49343.051,,0
H4,2018,2018,2018,6,1,0,M,275,State of Palestine,PSE,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,1671,-1,N/A,0,2396,,12737,12737.07,,0
H4,2018,2018,2018,6,1,0,M,275,State of Palestine,PSE,616,Poland,POL,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,1193,-1,N/A,0,1710,,9090,9090.529,,0
H4,2018,2018,2018,6,1,0,M,275,State of Palestine,PSE,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,4137,-1,N/A,0,5929,,31519,31519.242,,0
H4,2018,2018,2018,6,1,0,X,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,190391,-1,N/A,0,356800,,1597680,,1597680.858,0
H4,2018,2018,2018,6,1,0,X,275,State of Palestine,PSE,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,5847,-1,N/A,0,10958,,49070,,49070,0
H4,2018,2018,2018,6,1,0,X,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,178945,-1,N/A,0,335349,,1501630,,1501630.858,0
H4,2018,2018,2018,6,1,0,X,275,State of Palestine,PSE,400,Jordan,JOR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,2595,-1,N/A,0,4863,,21780,,21780,0
H4,2018,2018,2018,6,1,0,X,275,State of Palestine,PSE,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,3003,-1,N/A,0,5627,,25200,,25200,0
H4,2019,2019,2019,6,1,0,M,275,State of Palestine,PSE,100,Bulgaria,BGR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,494,-1,N/A,0,724,0,3815,3815.566,,6
H4,2019,2019,2019,6,1,0,X,275,State of Palestine,PSE,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,1925,-1,N/A,0,3795,0,15120,,15120,6
H4,2019,2019,2019,6,1,0,X,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,185655,-1,N/A,0,365946,0,1457836,,1457836.4,6
H4,2019,2019,2019,6,1,0,M,275,State of Palestine,PSE,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,11885,-1,N/A,0,17427,0,91786,91786.073,,6
H4,2019,2019,2019,6,1,0,M,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,549300,-1,N/A,0,805439,0,4241946,4241946.915,,6
H4,2019,2019,2019,6,1,0,M,275,State of Palestine,PSE,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,1613,-1,N/A,0,2366,0,12463,12463.13,,6
H4,2019,2019,2019,6,1,0,X,275,State of Palestine,PSE,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,916,-1,N/A,0,1807,0,7200,,7200,6
H4,2019,2019,2019,6,1,0,M,275,State of Palestine,PSE,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,2257,-1,N/A,0,3310,0,17435,17435.975,,6
H4,2019,2019,2019,6,1,0,M,275,State of Palestine,PSE,300,Greece,GRC,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,42,-1,N/A,0,62,0,327,327.884,,6
H4,2019,2019,2019,6,1,0,X,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,182813,-1,N/A,0,360344,0,1435516,,1435516.4,6
H4,2019,2019,2019,6,1,0,M,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,574287,-1,N/A,0,842077,0,4434904,4434904.31,,6
H4,2019,2019,2019,6,1,0,M,275,State of Palestine,PSE,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,7462,-1,N/A,0,10942,0,57628,57628.767,,6
H4,2019,2019,2019,6,1,0,M,275,State of Palestine,PSE,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,1230,-1,N/A,0,1803,0,9500,9500,,6
H3,2007,2007,2007,6,1,0,M,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,12,m³,1539596,-1,N/A,,,,250390,250390,,2
H3,2007,2007,2007,6,1,0,M,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,12,m³,1539596,-1,N/A,,,,250390,250390,,2
H3,2007,2007,2007,6,1,0,RX,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,,,2280,,,0
H3,2007,2007,2007,6,1,0,RX,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,,,2280,,,0
H3,2007,2007,2007,6,1,0,X,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,,,2280,,2280,0
H3,2007,2007,2007,6,1,0,X,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,,,2280,,2280,0
H3,2008,2008,2008,6,1,0,M,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,,,226110,226110,,0
H3,2008,2008,2008,6,1,0,M,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,,,226110,226110,,0
H3,2008,2008,2008,6,1,0,RX,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,,,219,,,0
H3,2008,2008,2008,6,1,0,RX,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,,,219,,,0
H3,2008,2008,2008,6,1,0,X,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,,,219,,219,0
H3,2008,2008,2008,6,1,0,X,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,,,219,,219,0
H3,2009,2009,2009,6,1,0,M,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,,,321624,321624,,0
H3,2009,2009,2009,6,1,0,M,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,,,321624,321624,,0
H3,2010,2010,2010,6,1,0,M,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,,,469560,469560,,0
H3,2010,2010,2010,6,1,0,M,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,,,469560,469560,,0
H3,2011,2011,2011,6,1,0,M,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,12,m³,2195039,-1,N/A,,2545464,,459208,459208,,6
H3,2011,2011,2011,6,1,0,M,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,12,m³,2195039,-1,N/A,,2545464,,459208,459208,,6
H3,2011,2011,2011,6,1,0,RX,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,,,620,,,0
H3,2011,2011,2011,6,1,0,RX,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,,,620,,,0
H3,2011,2011,2011,6,1,0,X,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,,,620,,620,0
H3,2011,2011,2011,6,1,0,X,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,,,620,,620,0
H3,2012,2012,2012,6,1,0,M,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,12,m³,2652214,-1,N/A,,3331679,,573632,573632,,6
H3,2012,2012,2012,6,1,0,M,275,State of Palestine,PSE,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,12,m³,247,-1,N/A,,310,,53,53,,6
H3,2012,2012,2012,6,1,0,M,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,12,m³,2651967,-1,N/A,,3331369,,573579,573579,,6
H3,2012,2012,2012,6,1,0,RX,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,,,385,,,0
H3,2012,2012,2012,6,1,0,RX,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,,,385,,,0
H3,2012,2012,2012,6,1,0,X,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,,,385,,385,0
H3,2012,2012,2012,6,1,0,X,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,,,385,,385,0
H3,2013,2013,2013,6,1,0,M,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,1775849,,383153,383153,,4
H3,2013,2013,2013,6,1,0,M,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,1765991,,381026,381026,,4
H3,2013,2013,2013,6,1,0,M,275,State of Palestine,PSE,400,Jordan,JOR,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,3617,,780,780,,4
H3,2013,2013,2013,6,1,0,M,275,State of Palestine,PSE,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,6241,,1347,1347,,4
H3,2013,2013,2013,6,1,0,RX,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,,,1649,,,0
H3,2013,2013,2013,6,1,0,RX,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,,,1649,,,0
H3,2013,2013,2013,6,1,0,X,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,,,1649,,1649,0
H3,2013,2013,2013,6,1,0,X,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,,,1649,,1649,0
H3,2014,2014,2014,6,1,0,M,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,12,m³,1437273,-1,N/A,,1694470,,379278,379278,,6
H3,2014,2014,2014,6,1,0,M,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,12,m³,1437273,-1,N/A,,1694470,,379278,379278,,6
H3,2014,2014,2014,6,1,0,RX,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,12,m³,4241,-1,N/A,,5317,,1063,,,6
H3,2014,2014,2014,6,1,0,RX,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,12,m³,4241,-1,N/A,,5317,,1063,,,6
H3,2014,2014,2014,6,1,0,X,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,12,m³,4241,-1,N/A,,5317,,1063,,1063,6
H3,2014,2014,2014,6,1,0,X,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,12,m³,4241,-1,N/A,,5317,,1063,,1063,6
H4,2015,2015,2015,6,1,0,M,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,12,m³,1123257,-1,N/A,,1491946,,318601,318601,,6
H4,2015,2015,2015,6,1,0,M,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,12,m³,1123257,-1,N/A,,1491946,,318601,318601,,6
H4,2015,2015,2015,6,1,0,X,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,7325,,1324,,1324,4
H4,2015,2015,2015,6,1,0,X,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,7325,,1324,,1324,4
H4,2016,2016,2016,6,1,0,M,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,2117230,,330025,330025,,4
H4,2016,2016,2016,6,1,0,M,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,2093229,,326284,326284,,4
H4,2016,2016,2016,6,1,0,M,275,State of Palestine,PSE,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,,-1,N/A,,24001,,3741,3741,,4
H4,2017,2017,2017,6,1,0,M,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,0,-1,N/A,0,3139735,,392062,392062.05,,0
H4,2017,2017,2017,6,1,0,M,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,-1,N/A,0,-1,N/A,0,3139735,,392062,392062.05,,0
H4,2018,2018,2018,6,1,0,M,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,12,m³,2444147,-1,N/A,0,3180434,,383722,383722.197,,0
H4,2018,2018,2018,6,1,0,M,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,12,m³,2419704,-1,N/A,0,3148628,,379884,379884.782,,0
H4,2018,2018,2018,6,1,0,M,275,State of Palestine,PSE,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,12,m³,24442,-1,N/A,0,31805,,3837,3837.415,,0
H4,2018,2018,2018,6,1,0,X,275,State of Palestine,PSE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,12,m³,17787,-1,N/A,0,21663,,3183,,3183.405,0
H4,2018,2018,2018,6,1,0,X,275,State of Palestine,PSE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,280440,Oxygen,12,m³,2177,-1,N/A,0,2651,,389,,389.625,0
